"id","en_label","en_description","enwiki_title"
"43044","Demi Moore","American actress","Demi Moore"
"7173732","Peter Drahos","Australian academic","Peter Drahos"
"3017268","Dave Stewart","American professional baseball player, pitcher, coach","Dave Stewart (baseball)"
"6196354","Jim Lee Hunt","NFL football player (1938-1975)","Jim Lee Hunt"
"84082164","Silvana Denker","",""
"104782393","Elene Lucia Ameur","",""
"15867314","Michael Müller","German praeses and theologian",""
"115870049","Elizabeth Banks","",""
"102434645","Felix Kramer","Ph.D. Universität Innsbruck 2007",""
"159178","Deepika Padukone","Indian actress","Deepika Padukone"
"99604451","Matt Smith","musician (drummer)",""
"26196545","David Butler, 10th Earl of Carrick","peer (1953-2008)",""
"96364042","Christoph Fleckenstein","(1774-1816)",""
"263024","Questlove","American hip hop musician","Questlove"
"110274724","Emma Robertson","researcher (history)",""
"6539016","Li Qiang","labor activist","Li Qiang (activist)"
"88314133","Mary J Berry","researcher",""
"37628","Mila Kunis","American actress (born 1983)","Mila Kunis"
"112400937","Roland Kaiser","",""
"1370433","Joris van Spilbergen","Dutch explorer","Joris van Spilbergen"
"5209021","Dai Morgan Evans","archaeologist (1944-2017)","Dai Morgan Evans"
"6767407","Mark Drakeford","First Minister of Wales (born 1954)","Mark Drakeford"
"56604143","Joshua Safdie","American filmmaker",""
"116204719","Johannes Winkelhage","Editor - Frankfurter Allgemeine Zeitung",""
"96249017","Li-Qiang Gan","researcher",""
"57571927","Brian Cox","Australian judge",""
"16728956","Sarah Ferguson","Jersey politician and former engineer","Sarah Ferguson (politician)"
"4741266","Amber Le Bon","English fashion model","Amber Le Bon"
"60830346","Cristiano Ronaldo","Federico García Lorca's mother",""
"21286329","Jamila Schäfer","German politician","Jamila Schäfer"
"96223975","John Lee","Abt 1661 - 24 Dec 1744 Manchester, MA",""
"42396333","Paul R. Smith","researcher",""
"3486565","John Carpenter","American millionaire on the game show Who Wants to Be a Millionaire","John Carpenter (game show contestant)"
"75477929","Katherine Amy Adams","(1866-1880)",""
"3701699","Daniel Palladino","American television producer","Daniel Palladino"
"11322757","Donald Lamar ""Don"" Lemon","American baseball player (1967-)",""
"95735143","Carmen Geissler","",""
"19943","Juan Carlos I of Spain","King of Spain from 1975 to 2014","Juan Carlos I"
"5386633","Eric Guliford","American football player","Eric Guliford"
"179631","Edward Elgar","English composer (1857-1934)","Edward Elgar"
"110270750","Tinashe Nyamunda","historian of the financial history of Southern Africa",""
"7292256","Randy Jackson","American football player (1948-2010)","Randy Jackson (running back)"
"41449","Michael Shannon","American actor","Michael Shannon"
"14441","Liza Minnelli","American actress and singer","Liza Minnelli"
"59729874","John Cho Lee","researcher ORCID ID = 0000-0001-5814-5040",""
"528925","Jacques Labillardière","French botanist (1755-1834)","Jacques Labillardière"
"714845","The Edge","Irish rock musician, guitar player of U2","The Edge"
"7352620","Robin Lim","midwife and founder of Yayasan Bumi Sehat health clinics","Robin Lim"
"2849937","Aniella di Beltrano","Italian painter killed by her husband (1613–1649)","Aniella di Beltrano"
"23893181","Pabllo Vittar","Brazilian drag queen and singer","Pabllo Vittar"
"94853118","Ulrich Schneider","indologist",""
"11097097","Li Qiang","Chinese screenwriter","Li Qiang (screenwriter)"
"4873107","Kyle Richardson","American football player","Kyle Richardson"
"5623534","Gwenno Teifi","Welsh-language activist","Gwenno Teifi"
"302","Jesus","central figure of Christianity (6 or 4 BC – AD 30 or 33)","Jesus"
"6211997","Joe Richardson","English footballer (1908-1977)","Joe Richardson (footballer, born 1908)"
"111915878","Gabriel LaBelle","American actor","Gabriel LaBelle"
"58452667","Marc Anthony Germain","researcher",""
"19295850","Markus Braun","German audio engineer",""
"962932","John Drew Barrymore","American actor (1932–2004)","John Drew Barrymore"
"217070","Laurent Fabius","Prime Minister of France, 1984-1986","Laurent Fabius"
"18637166","Andrew Tate","American-British Internet personality, former kickboxer (born 1986)","Andrew Tate"
"112352305","Thomas Bacherler","",""
"6782478","Masako Miura","Japanese voice actress","Masako Miura"
"264766","Theresa May","Prime Minister of the United Kingdom from 2016 to 2019","Theresa May"
"335697","Anthony Albanese","Prime Minister of Australia since 2022","Anthony Albanese"
"111142406","Daniel Mackey","entrepreneur",""
"155412","Toni Braxton","American singer","Toni Braxton"
"86424613","Elif Bozcal","researcher",""
"43182046","Paola Mura","researcher",""
"28133940","William Jackson Harper","American actor","William Jackson Harper"
"6399598","Khalid bin Hamad bin Khalifa Al Thani","","Khalid bin Hamad bin Khalifa Al Thani"
"685293","Péter Szijjártó","Hungarian politician, member of the National Assembly of Hungary since 2002","Péter Szijjártó"
"16232660","Hannah John-Kamen","British actress","Hannah John-Kamen"
"110558424","Alexander Ludwig von Selchow","",""
"113749308","Jay Zysk","",""
"28925806","Cheyenne Ochsenknecht","German model",""
"14191994","Ange Kagame","daughter of Paul Kagame","Ange Kagame"
"231270","Khloé Kardashian","American television personality","Khloé Kardashian"
"21457112","James Hewitt","",""
"57582240","Martin Krüger","football player",""
"23015930","John Edgcumbe","British haematologist","John Edgcumbe"
"48710147","Christian Dufour","French official",""
"50925913","Xavier Puigdemont Oliveras","father of Carles Puigdemont",""
"1728169","Sheree Murphy","English actress","Sheree Murphy"
"7527475","Sir James Pulteney, 7th Baronet","British Army general","James Pulteney"
"88156924","Akon Ndiok","researcher",""
"6163141","Jason Moore","American football player","Jason Moore (safety)"
"76233710","Anne Haughton","(1776-1777)",""
"714444","Charlene Choi","Hong Kong actress and singer","Charlene Choi"
"17278960","Sophie von der Leyen","daughter of Ursula von der Leyen",""
"106436890","Stephens","sailboat designer",""
"64168538","Alexander Schallenberg","Austrian politician","Alexander Schallenberg"
"18217487","Terry Lewis","American judge","Terry Lewis (judge)"
"75579421","John Cholmeley","Peerage person ID=223834",""
"59830990","Lewis Pullman","American actor","Lewis Pullman"
"39061421","John J. McGrath","Australian psychiatrist",""
"19249879","Álvaro Cuadros","Spanish bicycle racer","Álvaro Cuadros"
"94918959","Peter Fox","journalist (1832-1869)",""
"6829333","Michael Cohen","American musician","Michael Cohen (musician)"
"4109","Chris Rock","American comedian, actor, screenwriter, television producer, film producer, and director","Chris Rock"
"182655","Rod Stewart","English singer and songwriter (born 1945)","Rod Stewart"
"43135844","Paola Rogliani","researcher",""
"405431","Aiman Abdallah","German television presenter","Aiman Abdallah"
"24936612","Mélanie Levy-Thiébaut","French conductor",""
"103758842","Daryl McCormack","Irish actor","Daryl McCormack"
"270739","Elif Şafak","Turkish writer","Elif Shafak"
"3756759","Gabriella Pallotta","Italian film actress","Gabriella Pallotta"
"4794291","Camilla Stoltenberg","Norwegian physician","Camilla Stoltenberg"
"60040456","Kevin Smith","",""
"102329495","Li-Qiang Sun","researcher",""
"4348296","Jorge Jurado","Spanish actor","Jorge Jurado"
"40317572","Gabriella Campadelli-Fiume","researcher",""
"6766238","Marjorie Cooper","Canadian politician","Marjorie Cooper"
"39792","Jack Nicholson","American actor and filmmaker (born 1937)","Jack Nicholson"
"66896884","Eddie Taylor","Guyanan Dutch singer",""
"207179","Bill Nighy","English actor and comedian","Bill Nighy"
"21032860","Lars U. Scholl","German university teacher",""
"57155583","Elif Sertel","researcher",""
"3486444","Grace Gummer","American actress","Grace Gummer"
"16238687","John Lee","English actor and manager of plays","John Lee (British actor)"
"22921356","Máxima Apaza","(b. 1960), Bolivian activist and politics.","Máxima Apaza"
"3642198","Bono","",""
"4760870","Andy Jung","modern pentathlete","Andy Jung (pentathlete)"
"75441782","Robert Blake","Peerage person ID=143876",""
"107107745","John Cummings Choate","politician in Massachusetts, US (1832-1906)",""
"3060277","Eugénie Servières","French painter (1786-1855)","Eugénie Servières"
"112545192","John Choi","",""
"42306053","Khalida Ismail","researcher",""
"3297154","Masako Katsura","Japanese carom billiards player","Masako Katsura"
"190972","Jim Parsons","American actor","Jim Parsons"
"202304","Jason Segel","American actor","Jason Segel"
"99593318","Thomas Müller","rock & roll musician",""
"51137830","Pavlos Myrianthefs","researcher",""
"53576917","Peter Morgan","of Chitterne, Wilts.; Bitton and Siston, Glos. and London (1514-59 or later)",""
"60536904","António Costa","researcher ORCID ID = 0000-0003-0691-1377",""
"435542","Joachim Streich","East German footballer","Joachim Streich"
"3930087","Rania al Baz","Saudi Arabian journalist","Rania al-Baz"
"61141560","Travis M Scott","researcher ORCID ID = 0000-0002-2089-4967",""
"94826173","Karl Mayr","Austrian mathematician",""
"329778","Harry Melling","British actor","Harry Melling (actor)"
"20850503","Yevgeny Prigozhin","Russian terrorist & war criminal","Yevgeny Prigozhin"
"54253188","Simon Pearce","researcher (ORCID 0000-0001-8384-8063)",""
"110245279","Werner Schwarz","Austrian footballer","Werner Schwarz"
"55692736","Michael Muller","German painter, active 1536-1574",""
"60321143","David Morrell","British academic general practitioner (1929-2012)","David Morrell (doctor)"
"6531004","Leslie Marshall","English cricketer (1894-1978)","Leslie Marshall (cricketer)"
"75776546","Nancy Johnson","Peerage person ID=328451",""
"75754473","Judith Patricia Williams","(born 1934)",""
"5830059","Elton Martinez Carvalho Leme","Brazilian botanist and environmentalist (born 1960)","Elton Leme"
"20733188","Hugh Evans","Baptist minister and Academy tutor (1712 -1781)",""
"113301597","Steven Smith","Entrepreneur from the United Kingdom",""
"116058275","Constance Marie Madeleine Clément de Blavette","3 Sep 1857 Meaux - 6 Mar 1895 Pau",""
"75348583","Ethel Daisy Flower","(1876-1965)",""
"60318067","Andreas Kaiser","researcher ORCID ID = 0000-0001-9873-3015",""
"4963454","Brian Cox","professional footballer (born 1961)","Brian Cox (footballer)"
"165096","Princess Märtha Louise of Norway","Norwegian princess; daughter of Harald V and Queen Sonja of Norway","Princess Märtha Louise of Norway"
"28028","Alfonso Cuarón","Mexican filmmaker","Alfonso Cuarón"
"230739","Katie Couric","American journalist, presenter, producer, and author","Katie Couric"
"59675001","Eugénie S. Euskirchen","researcher ORCID ID = 0000-0002-0848-4295",""
"94990348","Albert II. Uiberacker","",""
"102175203","Christopher Lloyd Morgan","Ph.D. Brandeis University 1969",""
"95920109","Law Roach","American fashion stylist","Law Roach"
"310263","Martin O'Neill","Northern Irish association football player and manager (born 1952)","Martin O'Neill"
"95168880","Pavel Petr","",""
"2512675","Nikolai Knipovich","Russian zoologist","Nikolai Knipovich"
"3672207","Arvydas Anušauskas","Lithuanian historian and politician","Arvydas Anušauskas"
"76315467","Emma Leslie Phillips","(died 1933)",""
"16980725","Sean Anderson","American conservation biologist","Sean Anderson (scientist)"
"7610009","Stephen Mitchell","British journalist","Stephen Mitchell (journalist)"
"29108688","Sam Affleck","son of Ben Affleck and Jennifer Garner",""
"75928894","Edward Norton","(born 1850)",""
"41555","Jacques Offenbach","German-born French composer, cellist and impresario","Jacques Offenbach"
"59532027","Mason Dash Disick","child of Kourtney Kardashian Scott Disick",""
"114737335","Loredana Ciuclan","researcher",""
"114424013","Pedro Sánchez-Rovira","researcher",""
"7154215","Paul Walker","English footballer (born 1960)","Paul Walker (footballer, born 1960)"
"27831081","Ian Marsden","","Ian Marsden"
"3015308","Danny Strong","American basketball player",""
"93025878","Mônica Cruz Caminha","researcher (ORCID 0000-0001-6425-0269)",""
"7819617","Tommy Lee","American football player and coach","Tommy Lee (gridiron football)"
"1924847","Margot Robbie","Australian actress","Margot Robbie"
"5957693","Robin Lindqvist","Swedish ice hockey player","Robin Lindqvist"
"11691305","Colin Farrell","American rower","Colin Farrell (rower)"
"59506939","Hiroshi Abe","researcher ORCID ID = 0000-0001-9659-8382",""
"63859724","Nadja Haiden","researcher",""
"47476932","Hugh Evans","Dean of St Asaph","Hugh Evans (priest)"
"51729081","Ashley Ann Olsen","American murder victim","Ashley Ann Olsen"
"215849","Ellen Pompeo","American actress","Ellen Pompeo"
"93671876","Philippos Kritiotis","",""
"112359932","Axel Steinke","",""
"38805627","Elif Isbell","researcher",""
"75700634","Lauren Johnson","(born 1983)",""
"89814290","Janelle M James-McAlpine","researcher",""
"76198888","Christabel Collins","(born 1993)",""
"45383","Frank Zander","German singer and actor","Frank Zander"
"704242","Filippos Petsalnikos","Greek politician (1950-2020)","Filippos Petsalnikos"
"64857838","Plácido Fernández Declara","particle physicist at CERN",""
"41076","Mariah Carey","American singer and songwriter (born 1969)","Mariah Carey"
"4413538","Selen Oztürk","Turkish actress","Selen Öztürk"
"30106543","Eric Ros","Swedish artist",""
"133050","Susan Sarandon","American actress and activist","Susan Sarandon"
"1354843","Machine Gun Kelly","American musician (born 1990)","Machine Gun Kelly (musician)"
"45956","Kathy Hochul","57th governor of New York since 2021","Kathy Hochul"
"116055036","Stephen Langley","",""
"116455552","Emmitt Martin III","Memphis police officer involved in the 2023 death of Tyre Nichols",""
"117706153","Emma Watson","Scottish footballer","Emma Watson (footballer)"
"4910326","Bill Nelson","sound engineer","Bill Nelson (sound engineer)"
"38236935","Shenseea","Jamaican singer","Shenseea"
"86699327","David Arnold","artist",""
"75539440","Charles Michell","(born 1938)",""
